"data-id","Công nghệ CPU","Số nhân","Số luồng","Tốc độ CPU","Tốc độ tối đa","RAM","Loại RAM","Tốc độ Bus RAM","Hỗ trợ RAM tối đa","Ổ cứng","Màn hình","Độ phân giải","Tần số quét","Độ phủ màu","Công nghệ màn hình","Card màn hình","Công nghệ âm thanh","Cổng giao tiếp","Kết nối không dây","Webcam","Đèn bàn phím","Kích thước","Chất liệu","Thông tin Pin","Hệ điều hành","Thời điểm ra mắt","Khe đọc thẻ nhớ","Tính năng khác","Tản nhiệt","Màn hình cảm ứng","NPU","Hiệu năng xử lý AI (TOPS)"
"327896","AMD Ryzen 7 - 7435HS","8","16","3.1GHz","Turbo Boost 4.5 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","144Hz","100% sRGB 75.35% Adobe RGB 72% NTSC","G-Sync Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 4060, 8 GB","Dolby Atmos","LAN (RJ45) Jack tai nghe 3.5 mm 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC) 2 x USB 3.2 HDMI 1 x USB Type-C USB 4 (hỗ trợ DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Đèn chuyển màu RGB - 1 vùng","Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - 2.2 kg","Vỏ nhựa","4-cell, 90Wh","Windows 11 Home SL","2024",,"MUX Switch NVIDIA Optimus Độ bền chuẩn quân đội MIL STD 810H",,,,
"334440","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","16 GB","LPDDR5X (Onboard)","5200 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","WUXGA, OLED","60Hz","100% DCI-P3","Low Blue Light Màn hình OLED 400 nits","Card tích hợp - Intel UHD Graphics","Dolby Audio","HDMI 1 x USB 3.2 1 x Headphone/microphone combo 2 x USB-C (hỗ trợ USB 3.2, USB Power Delivery 3.1 và DisplayPort 1.4) 1 x USB 3.2 (Always on)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","Full HD Webcam","Đơn sắc - Màu trắng","Dài 313 mm - Rộng 227 mm - Dày 17.5 mm - 1.5 kg","Vỏ nhựa - nắp lưng bằng kim loại","57Wh","Windows 11 Home SL","2024","Micro SD","TPM 2.0 Màn hình gập 360 độ Độ bền chuẩn quân đội MIL STD 810H Bảo mật vân tay Công tắc khóa camera",,"Cảm ứng",,
"305917","Intel Core i7 Alder Lake - 1255U","10","12","1.7GHz","Turbo Boost 4.7 GHz","8 GB","DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB)","3200 MHz","32 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","60Hz",,"Chống chói Anti Glare LED Backlit 250 nits","Card tích hợp - Intel Iris Xe Graphics","Realtek High Definition Audio","USB Type-C Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 242 mm - Dày 17.9 mm - 1.69 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL","2022","SD",,,,,
"332367","Intel Core i7 Raptor Lake - 1355U","10","12","1.7GHz","Turbo Boost 5.0 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","5200 MHz","64 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 2 TB (2280))","14""","WUXGA","60Hz","100% sRGB","Low Blue Light Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel Iris Xe Graphics","Dolby Audio","LAN (RJ45) 1 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4) 1 x Thunderbolt 4 / USB 4 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4) 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam","Đơn sắc - Màu trắng","Dài 313.5 mm - Rộng 224 mm - Dày 16.9 mm - 1.38 kg","Vỏ kim loại - Nhôm","45Wh","Windows 11 Home SL","2024","SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera",,,,
"289441","Apple M2","8","Hãng không công bố","100GB/s","Hãng không công bố","16 GB","Hãng không công bố","Hãng không công bố","Không hỗ trợ nâng cấp","512 GB SSD","13.6""","Liquid Retina (2560 x 1664)","Hãng không công bố",,"Wide color (P3) 500 nits brightness True Tone Technology 1 tỷ màu","Card tích hợp - 10 nhân GPU","Spatial Audio 3 microphones 4 Loa Dolby Atmos","MagSafe 3 Jack tai nghe 3.5 mm 2 x Thunderbolt 3","Wi-Fi 6 (802.11ax) Bluetooth 5.3","1080p FaceTime HD camera","Đơn sắc - Màu trắng","Dài 304.1 mm - Rộng 215 mm - Dày 11.3 mm - 1.24 kg","Vỏ kim loại","Lên đến 18 giờ","macOS","6/2022",,"Sạc MagSafe Bảo mật vân tay",,,,
"328945","Intel Core i5 Raptor Lake - 1334U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","2666 MHz","16 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","120Hz",,"WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek Audio","USB Type-C 1 x USB 2.0 1 x USB 3.2 HDMI 1 x Headphone/microphone combo","Wi-Fi 6 (802.11ax)","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2024","SD",,,,,
"327509","Intel Core i5 Raptor Lake - 1334U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","2666 MHz","16 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230)) Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","120Hz","45% NTSC","Chống chói Anti Glare LED Backlit 250 nits WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek Audio","USB Type-C 1 x USB 2.0 Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2023","SD",,,,,
"272282","Intel Core i5 Alder Lake - 12500H","12","16","2.5GHz","Turbo Boost 4.5 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","3200 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","144Hz",,"Tấm nền IPS LED Backlit Acer ComfyView","Card rời - NVIDIA GeForce RTX 3050, 4 GB","Acer TrueHarmony DTS:X ULTRA","Thunderbolt 4 USB-C Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI LAN (RJ45)","Wi-Fi 6 (802.11ax) Bluetooth 5.1","HD webcam","Đèn chuyển màu RGB - 4 vùng","Dài 360.4 mm - Rộng 271.09 mm - Dày 25.9 mm - 2.5 kg","Vỏ nhựa","4-cell, 57.5Wh","Windows 11 Home SL","2022",,"MUX Switch",,,,
"328239","Intel Core Ultra 5 Meteor Lake - 125H","14","18","1.2GHz","Turbo Boost 4.5 GHz","16 GB","LPDDR5X (Onboard)","7467 MHz","Không hỗ trợ nâng cấp","1 TB SSD NVMe PCIe Gen 4","14""","2.8K (2880 x 1800) - OLED 16:10","120Hz","100% DCI-P3","Chuẩn DisplayHDR True Black 600 Low Blue Light Màn hình OLED 400 nits 600 nits (Khi bật HDR) 1.07 tỷ màu","Card tích hợp - Intel Arc Graphics","Công nghệ Smart AMP Audio by Harman/Kardon Dolby Atmos","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam Camera IR","Đèn chuyển màu RGB - 1 vùng","Dài 310.5 mm - Rộng 221.9 mm - Dày 15.9 mm - 1.3 kg","Vỏ kim loại - Nhôm","4-cell Li-ion, 75 Wh","Windows 11 Home SL","2024","Micro SD","Độ bền chuẩn quân đội MIL STD 810H Tiêu chuẩn Nền Intel Evo Công tắc khóa camera Mở khóa khuôn mặt",,,"Intel AI Boost","Hãng không công bố"
"326574","Intel Core 5 Raptor Lake - 120U","10","12","1.4GHz","Turbo Boost 5.0 GHz","16 GB","LPDDR5X (Onboard)","5200 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.3""","WUXGA","60Hz","100% sRGB","Low Blue Light Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel Graphics","Dolby Audio","HDMI 2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4) 1 x USB 3.2 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 343.5 mm - Rộng 238.21 mm - Dày 17.42 mm - 1.79 kg","Vỏ kim loại - Nhôm","57Wh","Windows 11 Home SL","2024","Micro SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Công tắc khóa camera Mở khóa khuôn mặt",,,,
"331506","Intel Core Ultra 5 Meteor Lake - 125U","12","14","1.3GHz","Turbo Boost 4.3 GHz","16 GB","LPDDR5 (Onboard)","6400 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","2.8K (2880 x 1800) - OLED","48 - 120 Hz","100% DCI-P3","LED UWVA Thời gian phản hồi 0.2 ms Low Blue Light Corning Gorilla Glass 3 Màn hình OLED 400 nits 500 nits (Khi bật HDR)","Card tích hợp - Intel Graphics","Poly Studio HP Audio Boost DTS:X ULTRA","HDMI 2 x USB Type-A 1 x USB Type-C (USB Power Delivery, DisplayPort 2.1) 1 x Thunderbolt 4 with USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1) 1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Camera IR 5 MP","Đơn sắc - Màu trắng","Dài 313.3 mm - Rộng 218.9 mm - Dày 16.9 mm - 1.39 kg","Vỏ kim loại","3-cell Li-ion, 59 Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2024",,"Màn hình gập 360 độ Công tắc khóa camera Mở khóa khuôn mặt",,"Cảm ứng","Intel AI Boost","Hãng không công bố"
"329786","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","64 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare","Card rời - NVIDIA GeForce RTX 2050, 4 GB","Hi-Res Audio DTS Audio","LAN (RJ45) 1x Mic-in 1x Headphone-out 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu xanh","Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - 1.86 kg","Nắp lưng và chiếu nghỉ tay bằng kim loại","3-cell Li-ion, 52.4 Wh","Windows 11 Home SL","2024",,,,,,
"302533","Intel Core i5 Alder Lake - 1240P","12","16","1.7GHz","Turbo Boost 4.4 GHz","8 GB","DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB)","3200 MHz","32 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","60Hz",,"BrightView Tấm nền IPS","Card tích hợp - Intel Iris Xe Graphics","Audio by B&O Realtek High Definition Audio","USB Type-C Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Không có đèn","Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - 1.72 kg","Vỏ nhựa - chiếu nghỉ tay bằng kim loại","3 cell, 41.04 Wh","Windows 11 Home SL","2022",,,,,,
"323587","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","16 GB","LPDDR5 (Onboard)","4800 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Acer ComfyView","Card tích hợp - Intel UHD Graphics","Acer Purified Voice","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 4, DisplayPort và Thunderbolt 4)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam","Đơn sắc - Màu trắng","Dài 362.9 mm - Rộng 237.5 mm - Dày 17.9 mm - 1.7 kg","Vỏ nhựa - nắp lưng bằng kim loại","3-cell, 50Wh","Windows 11 Home SL","2023",,"Bảo mật vân tay",,,,
"334800","Snapdragon X - X1 26 100","8","Hãng không công bố","Hãng không công bố","Turbo Boost 3.0 GHz","16 GB","LPDDR5X (Onboard)","8448 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe","14""","WUXGA, OLED","60Hz","100% DCI-P3","Thời gian phản hồi 0.2 ms Màn hình bảo vệ mắt - EYE CARE Chuẩn DisplayHDR True Black 600 Low Blue Light LED Backlit Màn hình OLED 400 nits 600 nits (Khi bật HDR) 1.07 tỷ màu","Card tích hợp - Qualcomm Adreno GPU","Công nghệ Smart AMP","Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI 2 x USB Type-C with USB 4.0 (hỗ trợ DisplayPort, Power Delivery)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 310.7 mm - Rộng 213.9 mm - Dày 15.9 mm - 0.98 kg","Nhôm - Magie","3-cell Li-ion, 70 Wh","Windows 11 Home SL + Office Home & Student 2024 vĩnh viễn + Microsoft 365 Basic","2025",,"Độ bền chuẩn quân đội MIL STD 810H Mở khóa khuôn mặt",,,"Qualcomm Hexagon","Lên đến 45 TOPS"
"328135","Intel Core Ultra 7 Meteor Lake - 155H","16","22","3.8GHz","Turbo Boost 4.8 GHz","32 GB","LPDDR5X (Onboard)","7467 MHz","Không hỗ trợ nâng cấp","1 TB SSD NVMe PCIe Gen 4","14""","WUXGA, OLED","60Hz","100% DCI-P3","Chuẩn DisplayHDR True Black 500 Low Blue Light Màn hình OLED 400 nits","Card tích hợp - Intel Arc Graphics","Dolby Audio","HDMI 2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4) 1 x USB 3.2 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 312 mm - Rộng 221 mm - Dày 16.9 mm - 1.48 kg","Vỏ kim loại - Nhôm","57Wh","Windows 11 Home SL","2024","Micro SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Công tắc khóa camera Mở khóa khuôn mặt",,,"Intel AI Boost","Hãng không công bố"
"328304","Intel Core i3 Alder Lake - 1215U","6","8","1.2GHz","Turbo Boost 4.4 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","3200 MHz","16 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card tích hợp - Intel UHD Graphics","Realtek High Definition Audio","USB Type-C 2 x USB 3.2 HDMI 1 x Headphone/microphone combo LAN (RJ45)","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - 1.42 kg","Vỏ nhựa","3 cell, 41.04 Wh","Windows 11 Home SL","2022",,,,,,
"334690","Intel Core i7 Raptor Lake - 13620H","10","16","2.4GHz","Turbo Boost 4.9 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","4800 MHz","64 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 4050, 6 GB","DTS:X ULTRA","Mini DisplayPort 1 x USB 2.0 1 x USB 3.2 HDMI 1 x Microphone jack 1 x Headphone/microphone combo LAN (RJ45) 2 x USB Type-C","Bluetooth 5.2 Wi-Fi 6E (802.11ax)","HD webcam","Đèn chuyển màu RGB - 1 vùng","Dài 360 mm - Rộng 238 mm - Dày 22.7 mm - 2.124 kg","Vỏ nhựa","4-cell, 54Wh","Windows 11 Home SL","2023","Micro SD",,,,,
"328951","Intel Core i5 Alder Lake - 12500H","12","16","2.5GHz","Turbo Boost 4.5 GHz","16 GB","DDR4 2 khe (1 khe 16 GB onboard + 1 khe rời)","3200 MHz","32 GB","512 GB SSD NVMe PCIe Gen 4.0","16""","WUXGA","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare LED Backlit Độ sáng 300 nits","Card rời - NVIDIA GeForce RTX 4050, 6 GB","SonicMaster audio","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x Thunderbolt 4 (hỗ trợ display/power delivery)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu trắng","Dài 358.6 mm - Rộng 249.1 mm - Dày 18.9 mm - 1.8 kg","Vỏ nhựa","3-cell Li-ion, 70 Wh","Windows 11 Home SL","2024","SD","MUX Switch Lớp phủ ASUS Antimicrobial Guard Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera",,,,
"323335","Intel Core i5 Raptor Lake - 1335U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (1 khe 16 GB + 1 khe rời)","3200 MHz","64 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","13.3""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","Realtek High Definition Audio","LAN (RJ45) Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x Thunderbolt 4 (hỗ trợ display/power delivery)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu trắng","Dài 306.9 mm - Rộng 208.4 mm - Dày 15.9 mm - 1.22 kg","Vỏ kim loại - Nhôm","3-cell, 42Wh","Windows 11 Home SL","2023","Smart Card","TPM 2.0 Bảo mật vân tay Công tắc khóa camera",,,,
"327982","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","2666 MHz","16 GB","512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","120Hz",,"Chống chói Anti Glare LED Backlit 250 nits WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek Audio","LAN (RJ45) 1 x USB 2.0 Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI","Wi-Fi 802.11 a/b/g/n/ac Bluetooth 5.1","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2024","SD",,,,,
"332366","Intel Core i7 Raptor Lake - 13650HX","14","20","2.6GHz","Turbo Boost 4.9 GHz","24 GB","DDR5 2 khe (1 khe 12 GB + 1 khe 12 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","144Hz","100% sRGB","Low Blue Light G-Sync Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card rời - NVIDIA GeForce RTX 4050, 6 GB","Nahimic Audio","LAN (RJ45) 3 x USB 3.2 HDMI 1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4) 1 x Headphone/microphone combo","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đèn chuyển màu RGB - 4 vùng","Dài 359.86 mm - Rộng 258.7 mm - Dày 23.9 mm - 2.38 kg","Vỏ nhựa","60 Wh","Windows 11 Home SL",,,"TPM 2.0 AI Chip LA1 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Công tắc khóa camera",,,,
"316941","Intel Core i7 Alder Lake - 12650H","10","16","2.30 GHz","Turbo Boost 4.7 GHz","8 GB","DDR4 2 khe (1 khe 8 GB onboard + 1 khe trống)","3200 MHz","64 GB","512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Wled-backlit Tấm nền IPS Chống chói Anti Glare","Card rời - NVIDIA GeForce RTX 3050, 4 GB","Realtek High Definition Audio","USB Type-C 1x Mic-in 1x Headphone-out 3 x USB 3.2 HDMI LAN (RJ45)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đơn sắc - Màu đỏ","Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - 1.86 kg","Vỏ kim loại","3-cell Li-ion, 52.4 Wh","Windows 11 Home SL","2023",,,"Cooler Boost",,,
"328443","AMD Ryzen 5 - 7640HS","6","12","4.30 GHz","Turbo Boost 5.0 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","5600 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16.1""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 3050, 6 GB","Audio by B&O HP Audio Boost","LAN (RJ45) 3 x USB 3.2 HDMI 1 x Headphone/microphone combo 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam","Đèn chuyển màu RGB - 1 vùng","Dài 369 mm - Rộng 259.4 mm - Dày 22.9 mm - 2.31 kg","Vỏ nhựa","4-cell, 70Wh","Windows 11 Home SL","2024",,"Công tắc khóa camera",,,"AMD XDNA","Max 10 TOPS"
"319657","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","5200 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Acer ComfyView","Card rời - NVIDIA GeForce RTX 2050, 4 GB","Acer Purified Voice Acer TrueHarmony DTS:X ULTRA","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Wi-Fi 802.11 a/b/g/n/ac Bluetooth 5.1","HD webcam","Đơn sắc","Dài 362.3 mm - Rộng 239.89 mm - Dày 22.9 ~ 26.9 mm - 2.1 kg","Vỏ nhựa","4-cell, 57Wh","Windows 11 Home SL","2023",,,"2 quạt",,,
"308697","Intel Core i5 Alder Lake - 12450H","8","12","2GHz","Turbo Boost 4.4 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","3200 MHz","64 GB","512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng","15.6""","Full HD (1920 x 1080)","144Hz",,"Tấm nền IPS Chống chói Anti Glare","Card rời - NVIDIA GeForce RTX 4050, 6 GB","Hi-Res Audio Nahimic Audio","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đơn sắc - Màu đỏ","Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - 1.86 kg","Nắp lưng và chiếu nghỉ tay bằng kim loại","3-cell Li-ion, 52.4 Wh","Windows 11 Home SL","2023",,,"Cooler Boost",,,
"332370","Intel Core Ultra 7 Meteor Lake - 155U","12","14","1.7GHz","Turbo Boost 4.8 GHz","32 GB","DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB)","5600 MHz","64 GB","1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","WUXGA","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel Graphics","Dolby Audio","LAN (RJ45) 1 x USB 3.2 HDMI 1 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery 3.0 và DisplayPort 2.1) 1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4) 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 356 mm - Rộng 253.5 mm - Dày 17.5 mm - 1.7 kg","Vỏ nhựa - nắp lưng bằng kim loại","45Wh","Windows 11 Home SL","2024","SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera Mở khóa khuôn mặt",,,"Intel AI Boost","Hãng không công bố"
