"data-id","Công nghệ CPU","Số nhân","Số luồng","Tốc độ CPU","Tốc độ tối đa","RAM","Loại RAM","Tốc độ Bus RAM","Hỗ trợ RAM tối đa","Ổ cứng","Màn hình","Độ phân giải","Tần số quét","Độ phủ màu","Công nghệ màn hình","Card màn hình","Công nghệ âm thanh","Cổng giao tiếp","Kết nối không dây","Webcam","Đèn bàn phím","Kích thước","Chất liệu","Thông tin Pin","Hệ điều hành","Thời điểm ra mắt","Khe đọc thẻ nhớ","Tính năng khác","Tản nhiệt","Màn hình cảm ứng","NPU","Hiệu năng xử lý AI (TOPS)"
"333104","Intel Core i7 Alder Lake - 1255U","10","12","1.7GHz","Turbo Boost 4.7 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","2666 MHz","16 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","120Hz",,"WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek Audio","HDMI 1 x USB 2.0 2 x USB 3.2 1 x Headphone/microphone combo","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg","Vỏ nhựa","4-cell, 54Wh","Windows 11 Home SL + Office Home & Student 2024 vĩnh viễn + Microsoft 365 Basic","2024","SD",,,,,
"333103","Intel Core i7 Alder Lake - 1255U","10","12","1.7GHz","Turbo Boost 4.7 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","2666 MHz","16 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","120Hz",,"Chống chói Anti Glare LED Backlit WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek High Definition Audio","Jack tai nghe 3.5 mm 1 x USB 2.0 2 x USB 3.2 HDMI","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.65 kg","Vỏ nhựa","4-cell, 54Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2024","SD","Bảo mật vân tay",,,,
"303835","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","3200 MHz","16 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","120Hz",,"Tấm nền IPS Chống chói Anti Glare LED Backlit 250 nits","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","Cirrus Logic High Definition Audio","LAN (RJ45) 1 x USB 2.0 Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI","Wi-Fi 802.11 a/b/g/n/ac Bluetooth 5.1","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 19 mm - 1.67 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2022","SD",,,,,
"334794","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (8 GB onboard + 1 khe 8 GB)","3200 MHz","16 GB","512 GB SSD NVMe PCIe","16""","WUXGA","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel Iris Xe Graphics","SonicMaster audio","Jack tai nghe 3.5 mm 1 x USB 2.0 2 x USB 3.2 HDMI 1 x USB Type C (hỗ trợ truyền dữ liệu và Power Delivery)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 358.7 mm - Rộng 249.5 mm - Dày 19.9 mm - 1.88 kg","Vỏ nhựa","3-cell, 42Wh","Windows 11 Home SL + Office Home & Student 2024 vĩnh viễn + Microsoft 365 Basic","2025",,"Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Công tắc khóa camera",,,,
"333425","Intel Core Ultra 7 Meteor Lake - 155H","16","22","3.8GHz","Turbo Boost 4.8 GHz","16 GB","LPDDR5X (Onboard)","Lên đến 8533 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","Full HD+","60Hz","45% NTSC","TFT Tấm nền IPS Chống chói Anti Glare LED Backlit Acer ComfyView","Card tích hợp - Intel Arc Graphics","Acer Purified Voice Acer TrueHarmony","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 2 x USB Type-C (hỗ trợ USB 4, Thunderbolt 4)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 359.7 mm - Rộng 253.22 mm - Dày 17.9 mm - 1.64 kg","Vỏ nhựa - nắp lưng bằng kim loại","3-cell, 53Wh","Windows 11 Home SL","2024",,"Bản lề mở 180 độ Bảo mật vân tay",,,"Intel AI Boost",
"327710","Intel Core i5 Raptor Lake - 1335U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 (Onboard)","3200 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe","14""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare","Card tích hợp - Intel Iris Xe Graphics","Hi-Res Audio","Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort) 2 x USB 2.0","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đơn sắc - Màu trắng","Dài 319.9 mm - Rộng 223 mm - Dày 19.35 mm - 1.4 kg","Vỏ nhựa","3-Cell, 39.3 Wh","Windows 11 Home SL","2023","Micro SD","Bản lề mở 180 độ",,,,
"328131","Intel Core Ultra 7 Meteor Lake - 155H","16","22","3.8GHz","Turbo Boost 4.8 GHz","32 GB","DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB)","5600 MHz","64 GB","1 TB SSD NVMe PCIe Gen 4","16""","WQXGA (2560 x 1600)","60Hz","100% sRGB","Low Blue Light Tấm nền IPS Chống chói Anti Glare 400 nits","Card tích hợp - Intel Arc Graphics","Audio by Harman/Kardon Dolby Atmos","LAN (RJ45) 1 x USB 3.2 HDMI 1 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery 3.0 và DisplayPort 2.1) 1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4) 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 356.1 mm - Rộng 247.7 mm - Dày 19.85 mm - 1.81 kg","Vỏ kim loại - Nhôm","47 Wh","Windows 11 Home SL","2024",,"TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera Mở khóa khuôn mặt",,,"Intel AI Boost","Hãng không công bố"
"332368","Intel Core Ultra 7 Meteor Lake - 155U","12","14","1.7GHz","Turbo Boost 4.8 GHz","32 GB","DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB)","5600 MHz","64 GB","1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","WUXGA","60Hz","45% NTSC","Low Blue Light Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel Graphics","Dolby Audio","LAN (RJ45) 1 x USB 3.2 HDMI 1 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery 3.0 và DisplayPort 2.1) 1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4) 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 313.5 mm - Rộng 224 mm - Dày 16.9 mm - 1.38 kg","Vỏ kim loại - Nhôm","45Wh","Windows 11 Home SL","2024","SD","Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera Mở khóa khuôn mặt",,,"Intel AI Boost","Lên đến 11 TOPS"
"313332","Intel Core i7 Alder Lake - 12700H","14","20","2.30 GHz","Turbo Boost 4.7 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","3200 MHz","32 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","144Hz",,"Tấm nền IPS LED Backlit Acer ComfyView","Card rời - NVIDIA GeForce RTX 3050, 4 GB","Spatial Audio Acer Purified Voice Acer TrueHarmony DTS:X ULTRA","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Wi-Fi 6 (802.11ax) Bluetooth 5.1","HD webcam","Đèn chuyển màu RGB - 4 vùng","Dài 360.4 mm - Rộng 271.09 mm - Dày 25.9 mm - 2.5 kg","Vỏ nhựa","4-cell, 57.5Wh","Windows 11 Home SL","2022",,,,,,
"313973","Intel Core i5 Raptor Lake - 13500H","12","16","2.6GHz","Turbo Boost 4.7 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","5200 MHz","32 GB","512 GB SSD NVMe PCIe","16.1""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 3050, 6 GB","Audio by B&O Realtek High Definition Audio HP Audio Boost","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam","Đèn chuyển màu RGB - 1 vùng","Dài 369 mm - Rộng 259.4 mm - Dày 23.9 mm - 2.34 kg","Vỏ nhựa","4-cell, 70Wh","Windows 11 Home SL","2023",,"Công tắc khóa camera",,,,
"326059","AMD Ryzen 5 - 7640HS","6","12","4.30 GHz","Turbo Boost 5.0 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","5600 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16.1""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 3050, 6 GB","Audio by B&O HP Audio Boost","LAN (RJ45) 3 x USB 3.2 HDMI 1 x Headphone/microphone combo 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam","Đèn chuyển màu RGB - 1 vùng","Dài 369 mm - Rộng 259.4 mm - Dày 23.9 mm - 2.31 kg","Vỏ nhựa","4-cell, 70Wh","Windows 11 Home SL","2023",,"Công tắc khóa camera",,,"AMD XDNA","Max 10 TOPS"
"332369","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","5200 MHz","64 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 2 TB (2280))","16""","WUXGA","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel UHD Graphics","Dolby Audio","LAN (RJ45) 1 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4) 1 x Thunderbolt 4 / USB 4 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4) 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 356 mm - Rộng 253.5 mm - Dày 17.5 mm - 1.7 kg","Vỏ nhựa - nắp lưng bằng kim loại","71Wh","Windows 11 Home SL","2024","SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera Mở khóa khuôn mặt",,,,
"271044","Intel Core i5 Tiger Lake - 1135G7","4","8","2.4GHz","Turbo Boost 4.2 GHz","8 GB","DDR4 (Onboard 4 GB + 1 khe 4 GB)","2666 MHz","20 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)","14""","Full HD (1920 x 1080)","60Hz",,"Tấm nền IPS Acer ComfyView","Card tích hợp - Intel Iris Xe Graphics","Acer TrueHarmony","USB Type-C Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI LAN (RJ45)","Wi-Fi 6 (802.11ax) Bluetooth 5.1","HD webcam","Đơn sắc - Màu trắng","Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg","Vỏ nhựa - nắp lưng bằng kim loại","48Wh","Windows 11 Home SL","2021",,,,,,
"329787","Intel Core Ultra 7 Meteor Lake - 155H","16","22","3.8GHz","Turbo Boost 4.8 GHz","16 GB","DDR5 2 khe (1 khe 16 GB + 1 khe rời)","5600 MHz","32 GB","1 TB SSD NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 4 TB)","14""","Full HD+ (1920 x 1200)","144Hz","100% sRGB","Tấm nền IPS Chống chói Anti Glare","Card rời - NVIDIA GeForce RTX 3050, 6 GB","Hi-Res Audio DTS Audio","LAN (RJ45) 1x Headphone-out 1 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB, Power Delivery 3.1 và DisplayPort) 1 x Thunderbolt 4 (hỗ trợ display/power delivery)","Wi-Fi 7 (802.11be) Bluetooth 5.4","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 313.4 mm - Rộng 246.5 mm - Dày 18.95 mm - 1.7 kg","Vỏ nhựa - nắp lưng bằng kim loại","4-cell, 90Wh","Windows 11 Home SL","2024",,"Bảo mật vân tay Công tắc khóa camera Mở khóa khuôn mặt",,,"Intel AI Boost","Hãng không công bố"
"324821","Intel Core Ultra 9 Meteor Lake - 185H","16","22","Hãng không công bố","Turbo Boost 5.1 GHz","32 GB","LPDDR5X (Onboard)","4800 MHz","Không hỗ trợ nâng cấp","1 TB SSD NVMe PCIe Gen 4","14""","2.8K (2880 x 1800) - OLED 16:10","120Hz","100% DCI-P3","Thời gian phản hồi 0.2 ms Màn hình bảo vệ mắt - EYE CARE Chuẩn DisplayHDR True Black 600 Low Blue Light Màn hình OLED 400 nits 600 nits (Khi bật HDR) 1.07 tỷ màu","Card tích hợp - Intel Arc Graphics","Công nghệ Smart AMP Audio by Harman/Kardon Dolby Atmos","Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI 2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg","Vỏ kim loại - Nhôm","4-cell Li-ion, 75 Wh","Windows 11 Home SL","2024",,"Độ bền chuẩn quân đội MIL STD 810H Tiêu chuẩn Nền Intel Evo Bản lề mở 180 độ Công tắc khóa camera Numberpad Mở khóa khuôn mặt",,,"Intel AI Boost","Hãng không công bố"
"326639","Intel Core Ultra 7 Meteor Lake - 155U","12","14","1.7GHz","Turbo Boost 4.8 GHz","16 GB","DDR5 2 khe (1 khe 16 GB + 1 khe rời)","5600 MHz","64 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","WUXGA","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel Graphics","Audio by Harman/Kardon Dolby Atmos","LAN (RJ45) 1 x USB 3.2 HDMI 1 x USB-C (hỗ trợ USB 3.2, USB Power Delivery and DisplayPort 1.4) 1 x USB-C (hỗ trợ Thunderbolt 4 / USB4, USB Power Delivery 3.1 and DisplayPort 2.1) 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 313 mm - Rộng 219.3 mm - Dày 17.99 mm - 1.44 kg","Vỏ kim loại - Nhôm","47 Wh","Windows 11 Home SL","2024",,"TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera Mở khóa khuôn mặt",,,"Intel AI Boost","Hãng không công bố"
"325953","Intel Core 7 Raptor Lake - 150U","10","12","Hãng không công bố","Turbo Boost 5.40 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","5200 MHz","24 GB","1 TB SSD M.2 PCIe","14""","Full HD+","60Hz",,"Chống chói Anti Glare 250 nits WVA","Card tích hợp - Intel Graphics","Waves MaxxAudio Pro Dolby Atmos","HDMI 2 x USB 3.2 1 x Headphone/microphone combo 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu trắng","Dài 314 mm - Rộng 226.15 mm - Dày 18.7 mm - 1.56 kg","Vỏ nhựa","4-cell, 54Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2024","SD","Bảo mật vân tay",,,,
"327898","Intel Core i7 Raptor Lake - 13620H","10","16","2.4GHz","Turbo Boost 4.9 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","144Hz","100% sRGB 75.35% Adobe RGB 72% NTSC","G-Sync Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 4050, 6 GB","Hi-Res Audio Dolby Atmos","LAN (RJ45) Jack tai nghe 3.5 mm 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC) 2 x USB 3.2 HDMI 1 x Thunderbolt 4 (hỗ trợ DisplayPort)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đèn chuyển màu RGB - 1 vùng","Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - 2.2 kg","Vỏ nhựa - nắp lưng bằng kim loại","4-cell, 90Wh","Windows 11 Home SL","2024",,"MUX Switch NVIDIA Optimus Độ bền chuẩn quân đội MIL STD 810H",,,,
"323746","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","8 GB","DDR5 2 khe (1 khe 8 GB + 1 khe trống)","5200 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Acer ComfyView","Card rời - NVIDIA GeForce RTX 2050, 4 GB","Acer Purified Voice Acer TrueHarmony DTS:X ULTRA","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Wi-Fi 802.11 a/b/g/n/ac Bluetooth 5.1","HD webcam","Đơn sắc","Dài 362.3 mm - Rộng 239.89 mm - Dày 26.9 mm - 2.1 kg","Vỏ nhựa","4-cell, 57Wh","Windows 11 Home SL","2023",,,"2 quạt",,,
"327506","AMD Ryzen 5 - 7430U","6","12","2.30 GHz","Turbo Boost 4.3 GHz","16 GB","LPDDR4X (Onboard)","4800 MHz","Không hỗ trợ nâng cấp","1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","Full HD (1920 x 1080)","60Hz","100% sRGB","TFT LED Backlit Acer ComfyView Độ sáng 300 nits","Card tích hợp - AMD Radeon Graphics","Acer Purified Voice Acer TrueHarmony DTS:X ULTRA","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 2 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Wi-Fi 6E (802.11ax) Bluetooth 5.1","Full HD Webcam","Đơn sắc - Màu trắng","Dài 321.71 mm - Rộng 211.72 mm - Dày 15.9 mm - 1.25 kg","Vỏ hợp kim Nhôm","50 Wh","Windows 11 Home SL",,,"Bảo mật vân tay",,,,
"325247","Intel Core i7 Raptor Lake - 1355U","10","12","Hãng không công bố","Turbo Boost 5.0 GHz","16 GB","DDR4 2 khe (8 GB onboard + 1 khe 8 GB)","2666 MHz","16 GB","1 TB SSD M.2 PCIe","15.6""","Full HD (1920 x 1080)","120Hz",,"Chống chói Anti Glare LED Backlit WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek High Definition Audio","USB Type-C 1 x USB 2.0 Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI","Bluetooth 5.0 Wi-Fi 6 (802.11ax)","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.6 mm - Dày 19 mm - 1.65 kg","Vỏ nhựa","4-cell, 54Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2024","SD",,,,,
"315906","Intel Core i5 Raptor Lake - 1335U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (1 khe 16 GB + 1 khe rời)","3200 MHz","32 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","Realtek High Definition Audio","LAN (RJ45) Jack tai nghe 3.5 mm 2 x USB Type-A HDMI 2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu trắng","Dài 359.4 mm - Rộng 233.9 mm - Dày 19.9 mm - 1.79 kg","Vỏ kim loại","3-cell, 51Wh","Windows 11 Home SL","2023",,"Bảo mật vân tay",,,,
"322100","Intel Core i7 Raptor Lake - 14700HX","20","28","2.1GHz","Turbo Boost 5.50 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","5600 MHz","96 GB","1 TB SSD NVMe PCIe Gen 4","16""","QHD+ (2560 x 1600)","240Hz","100% DCI-P3","Tấm nền IPS","Card rời - NVIDIA GeForce RTX 4060, 8 GB","Hi-Res Audio","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đèn chuyển màu RGB - 24 vùng","Dài 359 mm - Rộng 266.4 mm - Dày 27.7 mm - 2.3 kg","Vỏ nhựa","4-cell, 65Wh","Windows 11 Home SL","2024",,"MUX Switch","Cooler Boost 5",,,
"326823","Intel Core Ultra 5 Meteor Lake - 125U","12","14","1.3GHz","Turbo Boost 4.3 GHz","16 GB","LPDDR5 (Onboard)","6400 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe","14""","2.8K (2880 x 1800) - OLED 16:10","60Hz","100% DCI-P3","Thời gian phản hồi 0.2 ms Low Blue Light Màn hình OLED 500 nits (Khi bật HDR) 1.07 tỷ màu","Card tích hợp - Intel Graphics","HP Audio Boost DTS:X ULTRA","HDMI 2 x USB Type-A 1 x USB Type-C (USB Power Delivery, DisplayPort 2.1) 1 x Thunderbolt 4 with USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1) 1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Camera IR 5 MP","Đơn sắc - Màu trắng","Dài 313.3 mm - Rộng 218.9 mm - Dày 16.9 mm - 1.39 kg","Vỏ kim loại","3-cell Li-ion, 59 Wh","Windows 11 Home SL","2024",,"Màn hình gập 360 độ Tiêu chuẩn Nền Intel Evo Công tắc khóa camera Mở khóa khuôn mặt",,"Cảm ứng","Intel AI Boost","Hãng không công bố"
"325588","Intel Core Ultra 7 Meteor Lake - 155H","16","22","1.4GHz","Turbo Boost 4.8 GHz","32 GB","DDR5 2 khe (1 khe 16 GB + 1 khe 16 GB)","5600 MHz","96 GB","1 TB SSD NVMe PCIe Gen 4","14""","2.8K (2880 x 1800) - OLED","120Hz","100% DCI-P3","Màn hình OLED","Card rời - NVIDIA GeForce RTX 4060, 8 GB","Hi-Res Audio","Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB, Power Delivery, DisplayPort và Thunderbolt 4) 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 7 (802.11be)","Full HD Webcam Camera IR","Đèn chuyển màu RGB - Per-Key","Dài 315.6 mm - Rộng 246.25 mm - Dày 21.8 mm - 1.7 kg","Nắp lưng và mặt đáy bằng kim loại","4-cell, 72Wh","Windows 11 Home SL",,,"Bảo mật vân tay Mở khóa khuôn mặt","Vapor Chamber Cooler",,"Intel AI Boost","Hãng không công bố"
"326558","Intel Core Ultra 7 Meteor Lake - 155H","16","22","3.8GHz","Turbo Boost 4.8 GHz","32 GB","LPDDR5X (Onboard)","7467 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","WUXGA, OLED","60Hz","100% DCI-P3","Chuẩn DisplayHDR True Black 500 Màn hình OLED 400 nits","Card tích hợp - Intel Arc Graphics","Dolby Audio","HDMI 2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4) 1 x USB 3.2 1 x Headphone/microphone combo 1 x USB 3.2 (Always on)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 312 mm - Rộng 221 mm - Dày 16.9 mm - 1.48 kg","Vỏ kim loại - Nhôm","57Wh","Windows 11 Home SL","2024","Micro SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Công tắc khóa camera Mở khóa khuôn mặt",,,"Intel AI Boost","Hãng không công bố"
"325512","Intel Core Ultra 7 Meteor Lake - 155H","16","22","3.8GHz","Turbo Boost 4.8 GHz","32 GB","LPDDR5X (Onboard)","7467 MHz","Không hỗ trợ nâng cấp","1 TB SSD NVMe PCIe Gen 4","14""","WUXGA, OLED","60Hz","100% DCI-P3","Eyesafe Màn hình OLED Dolby Vision 400 nits","Card tích hợp - Intel Arc Graphics","Công nghệ Smart AMP Dolby Atmos","Jack tai nghe 3.5 mm HDMI 2 x USB Type-C (hỗ trợ Thunderbolt 4 / USB4, Power Delivery 3.1 và DisplayPort 1.4) 1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam Camera IR","Đơn sắc - Màu trắng","Dài 312 mm - Rộng 221 mm - Dày 14.9 mm - 1.39 kg","Vỏ kim loại - Nhôm","65Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn",,,"Độ bền chuẩn quân đội MIL STD 810H Tiêu chuẩn Nền Intel Evo Bản lề mở 180 độ Công tắc khóa camera Mở khóa khuôn mặt",,,"Intel AI Boost","Hãng không công bố"
